site,week_start,log10_conc,z_before_ingest,ewma_before,n_obs_before
Loch Ryan,2021-12-13,4.176,0.060,4.134,22
Lockerbie,2021-12-13,4.770,0.343,4.448,49
Mauldslie,2021-12-13,4.878,-0.381,5.101,34
Meadowhead,2021-12-13,5.014,0.156,4.937,64
Meadowhead - Kilmarnock HMP,2021-12-13,3.877,-0.639,4.410,27
Montrose,2021-12-13,4.346,,5.024,6
Nairn,2021-12-13,4.503,-0.455,4.875,45
New Cumnock,2021-12-13,4.285,-0.764,4.763,32
Newbridge,2021-12-13,5.418,,5.077,6
Newburgh,2021-12-13,4.896,0.019,4.877,36
Newport & Tayport,2021-12-13,5.207,0.593,4.706,37
Newtown St Boswell,2021-12-13,3.975,-0.852,4.843,31
Nigg,2021-12-13,5.243,0.201,5.113,71
Paisley,2021-12-13,5.278,0.765,4.880,41
Paisley - Blackhall,2021-12-13,5.118,-0.021,5.133,30
Paisley - Brediland,2021-12-13,3.056,-0.864,3.965,29
Penicuik,2021-12-13,5.386,0.309,5.174,32
Persley,2021-12-13,5.077,,5.363,6
Perth,2021-12-13,5.083,-0.078,5.132,39
Peterhead,2021-12-13,4.839,0.295,4.628,45
Philipshill,2021-12-13,5.445,0.676,5.073,68
Sanquhar,2021-12-13,4.070,-0.548,4.504,23
Seafield,2021-12-13,5.585,0.911,5.124,64
Seafield - Cockenzie,2021-12-13,4.448,-0.325,4.676,19
Seafield - Craigmillar,2021-12-13,4.846,,4.684,5
Seafield - Muirhouse,2021-12-13,4.721,,5.029,5
Seafield - Restalrig,2021-12-13,5.661,,5.220,4
Shieldhall,2021-12-13,5.135,0.325,4.970,76
Shieldhall - Barrhead,2021-12-13,5.551,0.169,5.431,31
Shieldhall - Gorbals,2021-12-13,4.944,0.799,4.563,32
Shieldhall - Pollockshields West,2021-12-13,4.477,-0.382,4.707,23
Shotts,2021-12-13,5.465,0.782,5.028,34
Skellyton,2021-12-13,5.707,0.742,5.167,31
Springfield,2021-12-13,5.859,1.099,4.873,38
St Andrews,2021-12-13,5.015,-0.200,5.155,38
St Andrews - University (2979),2021-12-13,4.359,0.993,3.485,16
St Andrews - University (4964),2021-12-13,4.860,0.719,4.465,16
Stevenston,2021-12-13,4.720,0.024,4.709,44
Stevenston - Stevenston East,2021-12-13,5.193,1.008,4.432,28
Stevenston - Stevenston West,2021-12-13,5.146,1.176,4.302,29
Stirling,2021-12-13,5.273,1.088,4.662,57
Stirling - University,2021-12-13,1.800,-2.421,4.098,15
Stonehouse,2021-12-13,5.064,0.415,4.762,34
Strathaven,2021-12-13,4.283,-0.274,4.437,31
Swinstie,2021-12-13,4.514,-0.351,4.734,29
Thurso,2021-12-13,3.972,,4.508,4
Tillicoultry,2021-12-13,4.718,-0.579,5.240,36
Troqueer,2021-12-13,5.409,0.622,4.949,53
Whitburn,2021-12-13,5.189,0.334,4.967,47
Winchburgh,2021-12-13,5.524,0.936,4.787,43
Allanfearn,2021-12-20,5.281,0.450,4.970,71
Annan,2021-12-20,4.643,-0.048,4.683,51
Banff,2021-12-20,5.281,0.521,4.739,31
Bathgate,2021-12-20,5.452,0.786,4.941,43
Blackburn,2021-12-20,5.374,0.740,4.988,47
Bothwellbank,2021-12-20,5.875,1.196,5.072,41
Carbarns,2021-12-20,5.859,0.939,5.308,68
Dalbeattie,2021-12-20,5.647,0.858,4.923,40
Dalmuir,2021-12-20,5.742,0.994,5.232,69
Dunfermline,2021-12-20,5.656,0.387,5.378,68
East Calder,2021-12-20,5.521,0.244,5.397,50
Erskine,2021-12-20,5.662,2.318,5.138,7
Falkirk,2021-12-20,5.459,0.428,5.212,63
Forfar,2021-12-20,4.983,0.064,4.939,37
Fort William,2021-12-20,4.849,0.382,4.513,52
Galashiels,2021-12-20,4.573,-0.315,4.832,53
Girvan,2021-12-20,4.763,-0.021,4.780,27
Hamilton,2021-12-20,5.708,0.764,5.294,65
Harthill,2021-12-20,5.379,-0.174,5.581,33
Hatton,2021-12-20,5.438,0.556,5.139,67
Hawick,2021-12-20,5.751,1.063,4.928,59
Helensburgh,2021-12-20,5.237,0.685,4.804,56
Kirkcaldy,2021-12-20,5.465,0.176,5.380,43
Levenmouth,2021-12-20,5.562,0.645,5.138,57
Linlithgow,2021-12-20,5.854,0.657,5.307,47
Lockerbie,2021-12-20,5.427,0.922,4.575,50
Mauldslie,2021-12-20,5.960,1.649,5.013,35
Maybole,2021-12-20,5.526,0.396,5.126,26
Meadowhead,2021-12-20,5.258,0.602,4.967,65
Montrose,2021-12-20,5.096,0.590,4.854,7
Nigg,2021-12-20,5.550,0.604,5.164,72
Paisley,2021-12-20,5.547,0.984,5.037,42
Perth,2021-12-20,4.607,-0.820,5.113,40
Seafield,2021-12-20,5.725,0.812,5.305,65
Shieldhall,2021-12-20,5.579,1.094,5.035,77
Stevenston,2021-12-20,5.131,0.937,4.713,45
Stirling,2021-12-20,5.369,0.793,4.903,58
Whitburn,2021-12-20,5.233,0.274,5.055,48
Winchburgh,2021-12-20,5.781,0.882,5.077,44
Allers,2021-12-27,5.653,0.386,5.381,42
Ardoch,2021-12-27,4.655,0.181,4.542,35
Carbarns,2021-12-27,5.890,0.614,5.525,69
Cupar,2021-12-27,5.459,0.679,4.916,39
Dalmuir,2021-12-27,5.451,0.035,5.432,70
Dunfermline,2021-12-27,5.501,0.019,5.487,69
East Calder,2021-12-27,5.824,0.745,5.446,51
Erskine,2021-12-27,5.408,0.507,5.249,8
Fraserburgh,2021-12-27,5.776,1.594,4.749,43
Galashiels,2021-12-27,5.438,0.883,4.730,54
Girvan,2021-12-27,5.291,0.634,4.773,28
Hamilton,2021-12-27,5.916,0.845,5.457,66
Hatton,2021-12-27,5.567,0.578,5.256,68
Helensburgh,2021-12-27,5.022,0.075,4.974,57
Huntly,2021-12-27,5.898,1.545,4.753,25
Inverclyde,2021-12-27,5.496,1.087,4.954,52
Lanark,2021-12-27,5.225,0.724,4.763,32
Lerwick,2021-12-27,3.826,-0.139,3.967,35
Lesmahagow,2021-12-27,5.273,0.399,4.958,30
Meadowhead,2021-12-27,5.573,1.026,5.082,66
Nigg,2021-12-27,5.878,0.879,5.316,73
Paisley,2021-12-27,5.671,0.816,5.238,43
Perth,2021-12-27,5.165,0.417,4.914,41
Peterhead,2021-12-27,5.538,1.161,4.711,46
Seafield,2021-12-27,5.526,0.104,5.470,66
Shieldhall,2021-12-27,5.793,1.074,5.249,78
St Andrews,2021-12-27,4.902,-0.288,5.100,39
Stirling,2021-12-27,5.427,0.552,5.086,59
Stonehouse,2021-12-27,5.614,1.008,4.880,35
Whitburn,2021-12-27,5.665,0.841,5.125,49
Allanfearn,2022-01-03,5.020,-0.106,5.092,72
Alloa,2022-01-03,5.334,0.841,4.994,50
Alva,2022-01-03,5.183,0.180,5.058,37
Annan,2022-01-03,4.515,-0.187,4.667,52
Ardoch,2022-01-03,4.901,0.507,4.586,36
Armadale,2022-01-03,6.230,1.437,5.291,43
Banchory,2022-01-03,5.192,0.355,4.882,30
Banff,2022-01-03,5.065,0.110,4.952,32
Bathgate,2022-01-03,4.623,-0.794,5.142,44
Blackburn,2022-01-03,4.855,-0.541,5.140,48
Blackridge,2022-01-03,4.148,-1.000,4.949,43
Blackwood,2022-01-03,4.607,-0.280,4.827,33
Blairgowrie,2022-01-03,5.028,0.177,4.899,34
Boness,2022-01-03,5.334,0.400,5.025,38
Bothwellbank,2022-01-03,5.580,0.275,5.388,42
Bowhouse,2022-01-03,5.128,0.233,4.908,36
Buckie,2022-01-03,4.703,-0.060,4.727,19
Carbarns,2022-01-03,5.191,-0.793,5.668,70
Cumnock,2022-01-03,5.355,0.660,4.850,33
Cupar,2022-01-03,5.323,0.238,5.130,40
Daldowie,2022-01-03,5.407,1.756,4.572,41
Dalmuir,2022-01-03,5.272,-0.321,5.440,71
Dalmuir - Auchinairn (6298),2022-01-03,5.557,0.675,4.897,31
Dalmuir - Auchinairn (6330),2022-01-03,4.858,0.175,4.735,30
Denny,2022-01-03,5.097,0.015,5.089,40
Dunblane,2022-01-03,5.369,0.480,5.003,34
Dunfermline,2022-01-03,5.219,-0.388,5.493,70
Dunoon,2022-01-03,4.340,,4.607,3
East Calder,2022-01-03,5.233,-0.692,5.595,52
Erskine,2022-01-03,5.125,-0.598,5.312,9
Eyemouth,2022-01-03,5.110,0.607,4.581,22
Falkirk,2022-01-03,5.062,-0.424,5.309,64
Fauldhouse,2022-01-03,4.810,-0.384,5.087,44
Forfar,2022-01-03,5.423,0.684,4.956,38
Fort William,2022-01-03,4.519,-0.140,4.645,53
Galashiels,2022-01-03,4.690,-0.391,5.008,55
Girvan,2022-01-03,4.795,-0.220,4.977,29
Guardbridge,2022-01-03,4.323,-0.615,4.882,32
Haddington,2022-01-03,4.923,,5.216,6
Hamilton,2022-01-03,5.364,-0.493,5.638,67
Harthill,2022-01-03,4.737,-0.665,5.502,34
Hatton,2022-01-03,5.231,-0.272,5.379,69
Hatton - Fintry East,2022-01-03,5.680,1.000,4.770,26
Hatton - Fintry North,2022-01-03,5.263,0.883,4.724,27
Hawick,2022-01-03,5.156,-0.119,5.252,60
Helensburgh,2022-01-03,5.126,0.207,4.993,58
Huntly,2022-01-03,4.449,-0.856,5.118,26
Inverclyde,2022-01-03,5.049,-0.227,5.167,53
Inverclyde - Gourock,2022-01-03,5.299,1.707,4.557,31
Inverurie,2022-01-03,5.380,0.374,5.064,28
Ironmill Bay,2022-01-03,5.129,0.422,4.873,39
Jedburgh,2022-01-03,4.322,,4.611,5
Kelso,2022-01-03,4.782,-0.150,4.906,26
Kinneil,2022-01-03,4.755,,5.315,6
Kirkcaldy,2022-01-03,5.458,0.092,5.413,44
Kirkwall,2022-01-03,4.987,1.330,4.012,47
Lanark,2022-01-03,4.713,-0.362,4.945,33
Langholm,2022-01-03,4.651,0.998,4.077,20
Largs,2022-01-03,4.907,0.425,4.671,34
Lesmahagow,2022-01-03,5.159,0.097,5.082,31
Levenmouth,2022-01-03,5.144,-0.236,5.305,58
Linlithgow,2022-01-03,5.157,-0.430,5.523,48
Lossiemouth,2022-01-03,5.189,0.492,4.878,35
Mauldslie,2022-01-03,4.521,-1.241,5.296,36
Maybole,2022-01-03,5.250,-0.032,5.283,27
Meadowhead,2022-01-03,5.008,-0.544,5.275,67
Montrose,2022-01-03,4.651,-0.777,4.949,8
Neilston,2022-01-03,5.261,0.591,4.778,32
New Cumnock,2022-01-03,5.606,1.681,4.575,33
Newbridge,2022-01-03,4.869,-1.516,5.148,7
Newburgh,2022-01-03,5.168,0.295,4.884,37
Newport & Tayport,2022-01-03,4.944,0.049,4.903,38
Newtown St Boswell,2022-01-03,5.007,0.508,4.501,32
Nigg,2022-01-03,5.486,-0.077,5.537,74
Paisley,2022-01-03,5.029,-0.690,5.408,44
Paisley - Blackhall,2022-01-03,4.751,-0.545,5.127,31
Peebles,2022-01-03,4.630,0.194,4.499,46
Penicuik,2022-01-03,5.362,0.154,5.257,33
Perth,2022-01-03,5.516,0.849,5.013,42
Philipshill,2022-01-03,5.084,-0.247,5.220,69
Seafield,2022-01-03,5.357,-0.254,5.492,67
Seafield - Cockenzie,2022-01-03,5.729,1.661,4.586,20
Seafield - Craigmillar,2022-01-03,5.179,,4.748,6
Seafield - Muirhouse,2022-01-03,5.477,,4.908,6
Seafield - Restalrig,2022-01-03,5.387,,5.393,5
Selkirk,2022-01-03,4.785,0.544,4.413,19
Shieldhall,2022-01-03,4.687,-1.471,5.463,79
Shieldhall - Barrhead,2022-01-03,5.169,-0.443,5.478,32
Shieldhall - Gorbals,2022-01-03,4.662,-0.109,4.713,33
Shieldhall - Pollockshields West,2022-01-03,4.389,-0.385,4.617,24
Skellyton,2022-01-03,5.080,-0.410,5.380,32
Springfield,2022-01-03,5.077,-0.198,5.261,39
St Andrews,2022-01-03,4.889,-0.199,5.022,40
Stevenston,2022-01-03,4.906,0.063,4.878,46
Stevenston - Stevenston East,2022-01-03,5.690,1.266,4.732,29
Stevenston - Stevenston West,2022-01-03,4.320,-0.437,4.634,30
Stirling,2022-01-03,4.371,-1.321,5.220,60
Stirling - University,2022-01-03,5.513,1.736,3.631,16
Stonehouse,2022-01-03,4.684,-0.637,5.169,36
Strathaven,2022-01-03,4.938,1.022,4.376,32
Thurso,2022-01-03,4.370,,4.297,5
Tillicoultry,2022-01-03,4.600,-0.494,5.035,37
Troqueer,2022-01-03,5.131,0.002,5.130,54
Turriff,2022-01-03,4.331,-0.172,4.470,23
Whitburn,2022-01-03,4.774,-0.864,5.338,50
Winchburgh,2022-01-03,5.320,-0.042,5.354,45
Allanfearn,2022-01-10,5.076,0.019,5.064,73
Alloa,2022-01-10,4.968,-0.394,5.128,51
Annan,2022-01-10,5.017,0.515,4.607,53
Ardoch,2022-01-10,4.730,0.033,4.710,37
Bathgate,2022-01-10,4.425,-0.804,4.938,45
Blackridge,2022-01-10,4.536,-0.125,4.634,44
Boness,2022-01-10,4.826,-0.412,5.146,39
Bonnybridge,2022-01-10,5.046,-0.241,5.191,39
Bowhouse,2022-01-10,5.045,0.054,4.995,37
Carbarns,2022-01-10,5.359,-0.206,5.480,71
Daldowie,2022-01-10,5.143,0.696,4.806,42
Dalmarnock,2022-01-10,5.109,0.099,5.059,32
Dalmuir,2022-01-10,5.093,-0.549,5.374,72
Dalmuir - Auchinairn (6298),2022-01-10,5.565,0.414,5.157,32
Dunbar,2022-01-10,5.527,0.474,5.175,29
Dunblane,2022-01-10,4.844,-0.401,5.147,35
Dunfermline,2022-01-10,5.388,0.004,5.385,71
Dunnswood,2022-01-10,4.817,0.136,4.722,33
Duns,2022-01-10,4.471,-0.502,4.880,34
East Calder,2022-01-10,5.199,-0.496,5.452,53
Ellon,2022-01-10,4.776,-0.202,4.952,27
Erskine,2022-01-10,4.876,-1.231,5.238,10
Eyemouth,2022-01-10,4.666,-0.141,4.789,23
Falkirk,2022-01-10,5.175,-0.065,5.212,65
Forfar,2022-01-10,5.199,0.086,5.140,39
Forres,2022-01-10,5.293,0.195,5.148,25
Fort William,2022-01-10,5.091,0.555,4.595,54
Galashiels,2022-01-10,4.641,-0.305,4.883,56
Guardbridge,2022-01-10,4.909,0.279,4.662,33
Haddington,2022-01-10,4.866,-0.558,5.101,7
Hamilton,2022-01-10,5.103,-0.788,5.530,68
Hatton,2022-01-10,5.349,0.054,5.321,70
Hatton - Fintry North,2022-01-10,4.631,-0.510,4.936,28
Hatton - Fintry West,2022-01-10,5.032,0.042,4.996,26
Hawick,2022-01-10,5.081,-0.166,5.214,61
Inverclyde,2022-01-10,4.974,-0.287,5.121,54
Inverclyde - Gourock,2022-01-10,4.755,-0.036,4.771,32
Inverurie,2022-01-10,5.266,0.093,5.188,29
Jedburgh,2022-01-10,5.188,,4.498,6
Kelso,2022-01-10,5.031,0.212,4.857,27
Kirkcaldy,2022-01-10,5.365,-0.138,5.431,45
Kirkwall,2022-01-10,4.253,-0.160,4.372,48
Lanark,2022-01-10,5.385,0.850,4.853,34
Largs,2022-01-10,4.823,0.106,4.764,35
Levenmouth,2022-01-10,5.235,-0.009,5.241,59
Linlithgow,2022-01-10,4.870,-0.611,5.379,49
Loch Ryan,2022-01-10,4.363,0.307,4.151,23
Lockerbie,2022-01-10,4.934,0.025,4.910,51
Meadowhead,2022-01-10,4.786,-0.801,5.170,68
Meadowhead - Kilmarnock HMP,2022-01-10,4.034,-0.203,4.201,28
Montrose,2022-01-10,4.765,-0.178,4.832,9
Nairn,2022-01-10,4.708,-0.026,4.729,46
Neilston,2022-01-10,4.702,-0.323,4.968,33
Newbridge,2022-01-10,5.196,0.720,5.057,8
Newburgh,2022-01-10,4.429,-0.592,4.996,38
Newtown St Boswell,2022-01-10,5.055,0.361,4.700,33
Nigg,2022-01-10,5.412,-0.160,5.517,75
Paisley,2022-01-10,4.805,-0.845,5.259,45
Paisley - Blackhall,2022-01-10,4.776,-0.302,4.979,32
Paisley - Brediland,2022-01-10,4.370,0.738,3.607,30
Peebles,2022-01-10,4.652,0.152,4.551,47
Penicuik,2022-01-10,5.153,-0.216,5.299,34
Persley,2022-01-10,5.561,1.391,5.309,7
Perth,2022-01-10,4.964,-0.412,5.211,43
Peterhead,2022-01-10,4.983,-0.071,5.037,47
Philipshill,2022-01-10,5.292,0.235,5.166,70
Seafield,2022-01-10,5.238,-0.380,5.439,68
Seafield - Cockenzie,2022-01-10,5.000,0.107,4.925,21
Seafield - Muirhouse,2022-01-10,4.846,-0.434,5.132,7
Seafield - Restalrig,2022-01-10,4.920,,5.391,6
Shieldhall,2022-01-10,4.888,-0.609,5.204,80
Shieldhall - Barrhead,2022-01-10,5.103,-0.371,5.356,33
Shieldhall - Gorbals,2022-01-10,5.166,1.036,4.693,34
Shotts,2022-01-10,4.923,-0.487,5.200,35
Springfield,2022-01-10,4.770,-0.456,5.189,40
St Andrews - University (2979),2022-01-10,3.929,0.116,3.829,17
Stevenston,2022-01-10,4.658,-0.509,4.889,47
Stevenston - Stevenston East,2022-01-10,4.249,-1.085,5.104,30
Stevenston - Stevenston West,2022-01-10,5.617,1.579,4.511,31
Stirling,2022-01-10,4.930,0.041,4.904,61
Stirling - University,2022-01-10,4.749,0.525,4.165,17
Troqueer,2022-01-10,5.215,0.116,5.130,55
Turriff,2022-01-10,4.466,0.065,4.415,24
Winchburgh,2022-01-10,5.179,-0.199,5.341,46
Allanfearn,2022-01-17,4.717,-0.533,5.069,74
Alloa,2022-01-17,4.761,-0.771,5.065,52
Alva,2022-01-17,5.186,0.114,5.107,38
Annan,2022-01-17,5.330,0.715,4.768,54
Ardoch,2022-01-17,4.744,0.042,4.718,38
Aviemore,2022-01-17,4.154,-2.061,5.537,22
Banchory,2022-01-17,4.874,-0.150,5.004,31
Banff,2022-01-17,5.149,0.151,4.997,33
Bathgate,2022-01-17,4.947,0.337,4.736,46
Blackburn,2022-01-17,5.049,0.042,5.028,49
Blackridge,2022-01-17,3.978,-0.802,4.595,45
Blairgowrie,2022-01-17,5.357,0.571,4.950,35
Boness,2022-01-17,4.711,-0.407,5.020,40
Bonnybridge,2022-01-17,4.906,-0.388,5.134,40
Bowhouse,2022-01-17,4.725,-0.316,5.014,38
Carbarns,2022-01-17,5.280,-0.266,5.433,72
Coldstream,2022-01-17,4.263,-0.823,5.011,34
Cupar,2022-01-17,4.989,-0.268,5.206,41
Dalbeattie,2022-01-17,5.535,0.378,5.208,41
Daldowie,2022-01-17,4.893,-0.096,4.938,43
Dalmarnock,2022-01-17,4.388,-1.393,5.079,33
Dalmuir,2022-01-17,5.137,-0.253,5.263,73
Denny,2022-01-17,4.445,-1.249,5.092,41
Dunbar,2022-01-17,4.971,-0.457,5.313,30
Dunfermline,2022-01-17,5.256,-0.193,5.386,72
Dunoon,2022-01-17,4.383,,4.502,4
Duns,2022-01-17,4.575,-0.180,4.719,35
East Calder,2022-01-17,5.082,-0.543,5.353,54
Ellon,2022-01-17,4.715,-0.196,4.883,28
Erskine,2022-01-17,4.667,-1.486,5.096,11
Falkirk,2022-01-17,4.944,-0.450,5.197,66
Fauldhouse,2022-01-17,4.834,-0.205,4.978,45
Forres,2022-01-17,5.002,-0.273,5.205,26
Fort William,2022-01-17,4.600,-0.208,4.791,55
Fraserburgh,2022-01-17,5.409,0.520,5.066,44
Galashiels,2022-01-17,4.701,-0.111,4.788,57
Guardbridge,2022-01-17,4.841,0.094,4.759,34
Hamilton,2022-01-17,4.961,-0.757,5.362,69
Hatton,2022-01-17,5.070,-0.498,5.332,71
Hawick,2022-01-17,4.870,-0.372,5.162,62
Helensburgh,2022-01-17,4.696,-0.546,5.046,59
Inverclyde,2022-01-17,4.645,-0.832,5.063,55
Inverurie,2022-01-17,4.730,-0.596,5.219,30
Jedburgh,2022-01-17,4.046,-1.413,4.736,7
Kelso,2022-01-17,4.900,-0.032,4.926,28
Kinneil,2022-01-17,5.395,0.632,5.220,7
Kirkcaldy,2022-01-17,5.406,0.003,5.405,46
Kirkwall,2022-01-17,4.165,-0.219,4.325,49
Lanark,2022-01-17,5.014,-0.077,5.063,35
Langholm,2022-01-17,5.118,1.454,4.303,21
Levenmouth,2022-01-17,4.952,-0.425,5.239,60
Linlithgow,2022-01-17,4.671,-0.624,5.178,50
Loch Ryan,2022-01-17,4.599,0.541,4.234,24
Lockerbie,2022-01-17,4.662,-0.278,4.919,52
Lossiemouth,2022-01-17,4.423,-0.903,5.000,36
Meadowhead,2022-01-17,4.815,-0.436,5.019,69
Meadowhead - Kilmarnock HMP,2022-01-17,3.245,-1.104,4.135,29
Montrose,2022-01-17,4.574,-0.650,4.805,10
Neilston,2022-01-17,3.843,-1.264,4.863,34
New Cumnock,2022-01-17,4.374,-0.782,4.877,34
Newburgh,2022-01-17,5.032,0.277,4.773,39
Newtown St Boswell,2022-01-17,3.894,-0.972,4.840,34
Nigg,2022-01-17,5.114,-0.560,5.476,76
Paisley,2022-01-17,4.726,-0.677,5.081,46
Peebles,2022-01-17,4.829,0.357,4.591,48
Perth,2022-01-17,4.760,-0.606,5.114,44
Peterhead,2022-01-17,4.711,-0.407,5.015,48
Philipshill,2022-01-17,5.096,-0.229,5.216,71
Sanquhar,2022-01-17,4.673,0.437,4.333,24
Seafield,2022-01-17,5.233,-0.245,5.360,69
Seafield - Cockenzie,2022-01-17,4.975,0.031,4.954,22
Seafield - Craigmillar,2022-01-17,5.020,0.286,4.917,7
Seafield - Restalrig,2022-01-17,5.439,0.621,5.286,7
Shieldhall,2022-01-17,4.983,-0.191,5.079,81
Shieldhall - Pollockshields West,2022-01-17,4.332,-0.334,4.527,25
Springfield,2022-01-17,4.716,-0.343,5.024,41
Stevenston,2022-01-17,4.533,-0.598,4.798,48
Stirling,2022-01-17,4.786,-0.206,4.914,62
Troqueer,2022-01-17,4.830,-0.466,5.163,56
Whitburn,2022-01-17,4.523,-0.933,5.116,51
Winchburgh,2022-01-17,5.489,0.265,5.277,47
Allanfearn,2022-01-24,5.047,0.180,4.930,75
Alloa,2022-01-24,4.591,-0.916,4.945,53
Ardoch,2022-01-24,4.665,-0.104,4.728,39
Armadale,2022-01-24,4.891,-1.034,5.612,44
Aviemore,2022-01-24,4.496,-1.029,5.207,23
Bathgate,2022-01-24,4.675,-0.236,4.819,47
Blackburn,2022-01-24,5.272,0.468,5.036,50
Blackridge,2022-01-24,4.403,0.066,4.352,46
Bonnybridge,2022-01-24,4.716,-0.574,5.044,41
Bowhouse,2022-01-24,4.911,0.012,4.900,39
Carbarns,2022-01-24,5.253,-0.214,5.373,73
Cumnock,2022-01-24,4.823,-0.296,5.049,34
Cupar,2022-01-24,4.681,-0.552,5.120,42
Daldowie,2022-01-24,5.017,0.207,4.920,44
Dalmuir,2022-01-24,5.102,-0.230,5.214,74
Dunbar,2022-01-24,4.763,-0.567,5.179,31
Dunfermline,2022-01-24,5.252,-0.125,5.335,73
Dunoon,2022-01-24,4.168,,4.455,5
Duns,2022-01-24,3.694,-1.233,4.662,36
East Calder,2022-01-24,5.163,-0.172,5.246,55
Erskine,2022-01-24,4.795,-0.526,4.954,12
Falkirk,2022-01-24,4.740,-0.653,5.098,67
Forfar,2022-01-24,4.947,-0.318,5.163,40
Fort William,2022-01-24,4.591,-0.137,4.715,56
Fraserburgh,2022-01-24,4.472,-1.116,5.201,45
Galashiels,2022-01-24,4.762,0.010,4.754,58
Hamilton,2022-01-24,5.151,-0.103,5.204,70
Hatton,2022-01-24,5.137,-0.178,5.229,72
Hatton - Fintry East,2022-01-24,4.629,-0.545,5.128,27
Hatton - Fintry West,2022-01-24,4.807,-0.242,5.011,27
Hawick,2022-01-24,4.970,-0.100,5.047,63
Huntly,2022-01-24,4.417,-0.574,4.855,27
Inverclyde,2022-01-24,4.655,-0.496,4.898,56
Inverurie,2022-01-24,5.031,0.005,5.027,31
Jedburgh,2022-01-24,4.347,-0.292,4.496,8
Kelso,2022-01-24,4.852,-0.078,4.915,29
Kinneil,2022-01-24,5.186,-0.390,5.289,8
Kirkcaldy,2022-01-24,5.169,-0.515,5.405,47
Langholm,2022-01-24,4.431,-0.262,4.579,22
Levenmouth,2022-01-24,4.601,-0.791,5.126,61
Loch Ryan,2022-01-24,4.486,0.163,4.377,25
Lockerbie,2022-01-24,5.063,0.271,4.818,53
Meadowhead,2022-01-24,4.628,-0.682,4.939,70
Montrose,2022-01-24,4.458,-0.729,4.715,11
Neilston,2022-01-24,4.227,-0.301,4.466,35
Newburgh,2022-01-24,5.209,0.362,4.875,40
Nigg,2022-01-24,5.170,-0.259,5.333,77
Paisley,2022-01-24,4.940,-0.002,4.941,47
Peebles,2022-01-24,4.666,-0.028,4.684,49
Perth,2022-01-24,4.798,-0.310,4.975,45
Peterhead,2022-01-24,5.403,0.691,4.896,49
Philipshill,2022-01-24,5.131,-0.074,5.169,72
Seafield,2022-01-24,5.166,-0.285,5.310,70
Shieldhall,2022-01-24,4.964,-0.157,5.041,82
Shieldhall - Pollockshields West,2022-01-24,5.036,1.011,4.450,26
Springfield,2022-01-24,4.484,-0.477,4.903,42
Stevenston,2022-01-24,4.625,-0.158,4.694,49
Stirling,2022-01-24,4.563,-0.494,4.864,63
Stirling - University,2022-01-24,4.217,-0.162,4.395,18
Swinstie,2022-01-24,4.763,0.188,4.648,30
Troqueer,2022-01-24,5.105,0.105,5.032,57
Allanfearn,2022-01-31,4.740,-0.374,4.976,76
Alloa,2022-01-31,5.043,0.616,4.806,54
Alva,2022-01-31,5.877,1.089,5.138,39
Annan,2022-01-31,4.689,-0.382,4.989,55
Ardoch,2022-01-31,4.946,0.402,4.703,40
Armadale,2022-01-31,5.600,0.400,5.328,45
Aviemore,2022-01-31,4.598,-0.478,4.928,24
Banchory,2022-01-31,5.380,0.502,4.953,32
Banff,2022-01-31,5.091,0.035,5.057,34
Bathgate,2022-01-31,5.143,0.638,4.762,48
Blackburn,2022-01-31,4.971,-0.314,5.129,51
Blackridge,2022-01-31,5.146,1.036,4.372,47
Boness,2022-01-31,4.735,-0.220,4.899,41
Bonnybridge,2022-01-31,5.218,0.542,4.915,42
Carbarns,2022-01-31,5.375,0.091,5.325,74
Coldstream,2022-01-31,4.248,-0.527,4.716,35
Cumnock,2022-01-31,4.811,-0.200,4.960,35
Dalbeattie,2022-01-31,5.002,-0.382,5.337,42
Daldowie,2022-01-31,5.169,0.460,4.958,45
Dalmarnock,2022-01-31,4.369,-0.931,4.835,34
Dalmuir,2022-01-31,4.803,-0.773,5.170,75
Denny,2022-01-31,4.124,-1.406,4.837,42
Dunblane,2022-01-31,4.404,-0.845,5.028,36
Dunfermline,2022-01-31,5.336,0.052,5.302,74
Dunoon,2022-01-31,4.615,,4.350,6
Duns,2022-01-31,4.429,0.192,4.281,37
East Calder,2022-01-31,5.305,0.193,5.214,56
Erskine,2022-01-31,4.936,0.150,4.891,13
Fairlie,2022-01-31,3.938,-0.512,4.292,33
Falkirk,2022-01-31,4.761,-0.366,4.957,68
Fauldhouse,2022-01-31,5.073,0.222,4.921,46
Forfar,2022-01-31,5.136,0.087,5.078,41
Fort William,2022-01-31,4.596,-0.078,4.666,57
Fraserburgh,2022-01-31,4.936,0.034,4.914,46
Galashiels,2022-01-31,4.980,0.301,4.757,59
Girvan,2022-01-31,4.641,-0.325,4.905,30
Guardbridge,2022-01-31,4.794,0.003,4.791,35
Hamilton,2022-01-31,5.315,0.260,5.183,71
Hatton,2022-01-31,5.326,0.265,5.193,73
Hatton - Fintry North,2022-01-31,5.109,0.498,4.816,29
Hatton - Fintry West,2022-01-31,5.539,0.742,4.931,28
Hawick,2022-01-31,4.438,-0.768,5.017,64
Helensburgh,2022-01-31,4.824,-0.134,4.908,60
Huntly,2022-01-31,4.344,-0.455,4.683,28
Inverclyde,2022-01-31,4.735,-0.142,4.803,57
Ironmill Bay,2022-01-31,4.978,0.007,4.974,40
